epoch;conv2d_34_loss;loss;multiply_loss;subtract_2_loss;val_conv2d_34_loss;val_loss;val_multiply_loss;val_subtract_2_loss
0;0.18734294176101685;0.18747153878211975;2.745082565525081e-05;0.00015729188453406096;0.07147490233182907;0.07147490233182907;0.0;0.0
1;0.149869903922081;0.14987275004386902;9.478806646256999e-07;3.425124305067584e-06;0.06820506602525711;0.06820506602525711;0.0;0.0
2;0.1405627578496933;0.1405627578496933;0.0;0.0;0.06451280415058136;0.06451280415058136;0.0;0.0
3;0.1330227255821228;0.13303199410438538;0.0;1.1598267519730143e-05;0.048996470868587494;0.048996470868587494;0.0;0.0
4;0.12884531915187836;0.12884534895420074;0.0;2.7050594653132976e-08;0.06399648636579514;0.06399648636579514;0.0;2.4274435543245043e-13
5;0.12324588745832443;0.12324588745832443;0.0;1.3753693496598718e-11;0.04529745876789093;0.04529745876789093;0.0;0.0
6;0.12235461920499802;0.12235461920499802;0.0;6.266345081717972e-12;0.05230770632624626;0.05230770632624626;0.0;0.0
7;0.11976102739572525;0.11976102739572525;0.0;1.725887905897408e-13;0.05614745244383812;0.05614745244383812;0.0;0.0
8;0.11625608056783676;0.11625608056783676;0.0;0.0;0.051434680819511414;0.051434680819511414;0.0;0.0
9;0.11490640789270401;0.11490640789270401;0.0;0.0;0.05333664268255234;0.05333664268255234;0.0;0.0
10;0.11379962414503098;0.11379962414503098;1.044433339814077e-08;1.3096174145132977e-09;0.060693081468343735;0.060693081468343735;0.0;0.0
11;0.1101248636841774;0.1101248636841774;0.0;0.0;0.07246077060699463;0.07246077060699463;0.0;0.0
12;0.1110396608710289;0.1110396608710289;0.0;0.0;0.07083949446678162;0.07083949446678162;0.0;0.0
13;0.11051905155181885;0.11051905155181885;1.0871894495778633e-08;1.4657246527605139e-09;0.05726100131869316;0.05726100131869316;0.0;0.0
14;0.10643653571605682;0.10643653571605682;3.061017039840408e-08;0.0;0.049420636147260666;0.049420636147260666;0.0;0.0
15;0.10533179342746735;0.1067824438214302;0.00019185058772563934;0.001789312926121056;0.09209650754928589;2.4743735790252686;23.62257194519043;0.025025347247719765
16;0.13717883825302124;0.15847012400627136;0.001786372042261064;0.026390831917524338;0.06223243847489357;0.06223243847489357;0.0;0.0
17;0.13790728151798248;0.13790728151798248;1.5394631347476206e-08;7.034400173466793e-09;0.07511986792087555;0.07511986792087555;0.0;0.0
18;0.1250365674495697;0.1250365674495697;0.0;0.0;0.058948248624801636;0.058948248624801636;0.0;0.0
19;0.11678922921419144;0.11678922921419144;1.6209189546145808e-09;1.4012179194722307e-09;0.05263979732990265;0.05263979732990265;0.0;0.0
20;0.15827587246894836;0.17792758345603943;0.008298172615468502;0.02352728135883808;0.06423159688711166;0.06423159688711166;0.0;0.0
21;0.17313286662101746;0.24789436161518097;0.06912441551685333;0.08481132984161377;0.0793193131685257;0.0793193131685257;0.0;0.0
22;0.16239972412586212;0.45557188987731934;0.022675389423966408;0.3636307716369629;0.07955536991357803;0.07955536991357803;0.0;0.0
23;0.15364326536655426;0.15364336967468262;3.8588390793847793e-07;8.253886107922881e-08;0.04369449242949486;0.04369449242949486;0.0;0.0
24;0.149944469332695;0.15077349543571472;0.0001968083524843678;0.0010116853518411517;0.053708918392658234;0.053708918392658234;0.0;0.0
25;0.1467238962650299;0.1467238962650299;0.0;0.0;0.0517895445227623;0.0517895445227623;0.0;0.0
26;0.14488717913627625;0.14488717913627625;3.2676177319501676e-09;2.6628217408841692e-09;0.05185718834400177;0.05185718834400177;0.0;0.0
27;0.1433320790529251;0.1433320939540863;4.5648999247305255e-08;6.658868456632661e-10;0.06945658475160599;0.06945658475160599;0.0;0.0
28;0.14159120619297028;0.14159120619297028;0.0;0.0;0.05122528225183487;0.05122528225183487;0.0;0.0
29;0.13952751457691193;0.13952752947807312;1.1067315597301786e-07;0.0;0.05721466615796089;0.05721466615796089;0.0;0.0
30;0.13912111520767212;0.13912111520767212;0.0;0.0;0.057907070964574814;0.057907070964574814;0.0;0.0
31;0.13736826181411743;0.13736826181411743;0.0;0.0;0.057891566306352615;0.057891566306352615;0.0;0.0
32;0.13540616631507874;0.13540616631507874;0.0;0.0;0.055067017674446106;0.055067017674446106;0.0;0.0
33;0.13643281161785126;0.13643281161785126;0.0;0.0;0.052366770803928375;0.052366770803928375;0.0;0.0
34;0.13397951424121857;0.13397951424121857;1.8726339590102725e-08;1.1484257100846662e-08;0.05218128859996796;0.05218128859996796;0.0;0.0
35;0.13282789289951324;0.13282789289951324;0.0;0.0;0.06348177045583725;0.06348177045583725;0.0;0.0
36;0.13245707750320435;0.13245707750320435;0.0;0.0;0.058454036712646484;0.058454036712646484;0.0;0.0
37;0.1306079775094986;0.1306079775094986;0.0;3.3923561737481123e-09;0.058111920952796936;0.058111920952796936;0.0;0.0
38;0.12983310222625732;0.12983310222625732;0.0;0.0;0.060997508466243744;0.060997508466243744;0.0;0.0
39;0.12793749570846558;0.12793749570846558;0.0;0.0;0.0634356141090393;0.0634356141090393;0.0;0.0
40;0.1272558718919754;0.1272558718919754;0.0;0.0;0.06784796714782715;0.06784796714782715;0.0;0.0
41;0.12731730937957764;0.12731730937957764;0.0;0.0;0.05757550895214081;0.05757550895214081;0.0;0.0
42;0.12466247379779816;0.12466247379779816;4.926695051921115e-09;0.0;0.05753536522388458;0.05753536522388458;0.0;0.0
43;0.12634703516960144;0.12634703516960144;0.0;0.0;0.0592074990272522;0.0592074990272522;0.0;0.0
44;0.12532436847686768;0.12532439827919006;4.3050764730878655e-08;2.1352603241098222e-08;0.05261150375008583;0.05261150375008583;0.0;0.0
45;0.1231057420372963;0.1231057420372963;0.0;0.0;0.07046486437320709;0.07046486437320709;0.0;0.0
46;0.12283919006586075;0.12283919006586075;0.0;0.0;0.05961579829454422;0.05961579829454422;0.0;0.0
47;0.12116870284080505;0.12116870284080505;0.0;0.0;0.05973593518137932;0.05973593518137932;0.0;0.0
48;0.1208672896027565;0.1208672896027565;1.4724600205795468e-08;0.0;0.054037339985370636;0.054037339985370636;0.0;0.0
49;0.11897314339876175;0.11897314339876175;0.0;0.0;0.053729262202978134;0.053729262202978134;0.0;0.0
50;0.11966206133365631;0.11966206133365631;0.0;0.0;0.05491162836551666;0.05491162836551666;0.0;0.0
51;0.11614743620157242;0.11614743620157242;0.0;0.0;0.05674586445093155;0.05674586445093155;0.0;0.0
52;0.11640205979347229;0.11640205979347229;0.0;0.0;0.05546946078538895;0.05546946078538895;0.0;0.0
53;0.115195631980896;0.115195631980896;0.0;0.0;0.05451854318380356;0.05451854318380356;0.0;0.0
54;0.11509376764297485;0.11509376764297485;0.0;0.0;0.05868745967745781;0.05868745967745781;0.0;0.0
55;0.11314637959003448;0.11314637959003448;0.0;0.0;0.04761364683508873;0.04761364683508873;0.0;0.0
56;0.11067686229944229;0.11067686229944229;0.0;0.0;0.05534382909536362;0.05534382909536362;0.0;0.0
57;0.1122184470295906;0.1122184470295906;0.0;0.0;0.05409213528037071;0.05409213528037071;0.0;0.0
58;0.11191460490226746;0.11191460490226746;0.0;0.0;0.049802515655756;0.049802515655756;0.0;0.0
59;0.11063580960035324;0.11063580960035324;0.0;0.0;0.05214438587427139;0.05214438587427139;0.0;0.0
60;0.10753440111875534;0.10753440111875534;0.0;0.0;0.05359233543276787;0.05359233543276787;0.0;0.0
61;0.10828127712011337;0.10828127712011337;0.0;0.0;0.05596910044550896;0.05596910044550896;0.0;0.0
62;0.1081286147236824;0.1081286147236824;0.0;0.0;0.05193692818284035;0.05193692818284035;0.0;0.0
63;0.10824006795883179;0.10824006795883179;0.0;0.0;0.049553271383047104;0.049553271383047104;0.0;0.0
64;0.10589476674795151;0.10589476674795151;0.0;0.0;0.05794132873415947;0.05794132873415947;0.0;0.0
65;0.10453679412603378;0.10453679412603378;0.0;0.0;0.07230953872203827;0.07230953872203827;0.0;0.0
66;0.10503432154655457;0.10503432154655457;0.0;0.0;0.05571110546588898;0.05571110546588898;0.0;0.0
67;0.1041484847664833;0.1041484847664833;0.0;0.0;0.046336594969034195;0.046336594969034195;0.0;0.0
68;0.10422646254301071;0.10422646254301071;0.0;0.0;0.06194349378347397;0.06194349378347397;0.0;0.0
69;0.10579032450914383;0.10579032450914383;0.0;0.0;0.06321855634450912;0.06321855634450912;0.0;0.0
70;0.10189323872327805;0.1018950566649437;1.6535324903088622e-05;2.028322683145234e-07;0.05781004577875137;0.05781004577875137;0.0;0.0
71;0.10166548192501068;0.10166548192501068;2.355322337166399e-08;0.0;0.060454826802015305;0.060454826802015305;0.0;0.0
72;0.10077087581157684;0.10077087581157684;6.545819530856534e-08;0.0;0.06172045320272446;0.06172045320272446;0.0;0.0
73;0.1006501317024231;0.1006501317024231;0.0;0.0;0.05924157053232193;0.05924157053232193;0.0;0.0
74;0.09991739690303802;0.09991739690303802;1.4724905739171845e-08;0.0;0.06281871348619461;0.06281871348619461;0.0;0.0
75;0.09857920557260513;0.09857920557260513;1.4486722044182443e-08;0.0;0.05248280614614487;0.05248280614614487;0.0;0.0
76;0.09754014760255814;0.09754037111997604;1.3185918987801415e-06;1.1934100996313646e-07;0.05460747331380844;0.05460747331380844;0.0;0.0
77;0.09876056015491486;0.09876056015491486;0.0;0.0;0.053458619862794876;0.053458619862794876;0.0;0.0
78;0.09842514991760254;0.09842514991760254;0.0;0.0;0.06655395776033401;0.06655395776033401;0.0;0.0
79;0.097243532538414;0.097243532538414;5.328934626902537e-09;0.0;0.0575408898293972;0.0575408898293972;0.0;0.0
80;0.09667697548866272;0.09667697548866272;0.0;0.0;0.058581482619047165;0.058581482619047165;0.0;0.0
81;0.09706191718578339;0.09706191718578339;0.0;0.0;0.06641919910907745;0.06641919910907745;0.0;0.0
82;0.09690075367689133;0.09690075367689133;0.0;1.4978486116354328e-13;0.07347781211137772;0.07347781211137772;0.0;0.0
83;0.09526289999485016;0.09526563435792923;0.0;3.4285499168618117e-06;0.05509091541171074;0.05509091541171074;0.0;0.0
84;0.09659277647733688;0.09660141170024872;0.0;1.07932610262651e-05;0.07296018302440643;0.07296018302440643;0.0;0.0
85;0.09493120014667511;0.09493120014667511;0.0;7.259272627457847e-10;0.057267069816589355;0.057267069816589355;0.0;0.0
86;0.09325812011957169;0.09325812011957169;0.0;3.3989603666351176e-12;0.057816002517938614;0.057816002517938614;0.0;0.0
87;0.09459037333726883;0.09459037333726883;0.0;0.0;0.06692946702241898;0.06692946702241898;0.0;0.0
88;0.09297889471054077;0.09297889471054077;0.0;0.0;0.06556597352027893;0.06556597352027893;0.0;0.0
89;0.09282820671796799;0.09282820671796799;0.0;0.0;0.06947983056306839;0.06947983056306839;0.0;0.0
90;0.09224609285593033;0.09224609285593033;0.0;0.0;0.06158759444952011;0.06158759444952011;0.0;0.0
91;0.09182459115982056;0.09182459115982056;0.0;5.865934821214225e-11;0.060943640768527985;0.060943640768527985;0.0;0.0
92;0.09178349375724792;0.09178349375724792;0.0;0.0;0.055378831923007965;0.055378831923007965;0.0;0.0
93;0.0920691043138504;0.0920691043138504;0.0;0.0;0.05267108231782913;0.05267108231782913;0.0;0.0
94;0.09357071667909622;0.09357071667909622;0.0;0.0;0.05817366763949394;0.05817366763949394;0.0;0.0
95;0.09108880162239075;0.09108947217464447;5.353032065613661e-06;1.6577439510001568e-07;0.06031285598874092;0.06031285598874092;0.0;0.0
96;0.09057001024484634;0.09057001024484634;0.0;0.0;0.0563385970890522;0.0563385970890522;0.0;0.0
97;0.09055923670530319;0.09055923670530319;0.0;0.0;0.050836775451898575;0.050836775451898575;0.0;0.0
98;0.09382312744855881;0.09382312744855881;0.0;0.0;0.053100019693374634;0.053100019693374634;0.0;0.0
99;0.08902603387832642;0.08902603387832642;0.0;0.0;0.05448586493730545;0.05448586493730545;0.0;0.0
100;0.08924652636051178;0.08924652636051178;0.0;0.0;0.06444337964057922;0.06444337964057922;0.0;0.0
101;0.08833165466785431;0.08835640549659729;0.0;3.09360766550526e-05;0.05938533693552017;0.05938533693552017;0.0;6.002798518672803e-12
102;0.08830004185438156;0.08830005675554276;0.0;2.9469532591974712e-08;0.06024280935525894;0.06024280935525894;0.0;0.0
103;0.08736096322536469;0.08736096322536469;0.0;0.0;0.05616029351949692;0.05616029351949692;0.0;0.0
104;0.08696600794792175;0.08696600794792175;0.0;0.0;0.0606059804558754;0.0606059804558754;0.0;0.0
105;0.08953957259654999;0.08953957259654999;0.0;4.6543982556990215e-10;0.06441505998373032;0.06441505998373032;0.0;0.0
106;0.08835437148809433;0.08835437148809433;0.0;0.0;0.06180007755756378;0.06180007755756378;0.0;0.0
107;0.08689622581005096;0.08689622581005096;0.0;0.0;0.06326008588075638;0.06326008588075638;0.0;0.0
108;0.08651529252529144;0.08651529252529144;0.0;0.0;0.06005863472819328;0.06005863472819328;0.0;0.0
109;0.08537451177835464;0.08537451177835464;0.0;0.0;0.058765511959791183;0.058765511959791183;0.0;0.0
110;0.08816765248775482;0.08816765248775482;0.0;0.0;0.056546520441770554;0.056546520441770554;0.0;0.0
111;0.08693249523639679;0.08693249523639679;0.0;0.0;0.06383609026670456;0.06383609026670456;0.0;0.0
112;0.08535845577716827;0.08535845577716827;0.0;0.0;0.057129327207803726;0.057129327207803726;0.0;0.0
113;0.08484242856502533;0.08484242856502533;0.0;0.0;0.054737869650125504;0.054737869650125504;0.0;0.0
114;0.08556252717971802;0.08556252717971802;0.0;0.0;0.06125326827168465;0.06125326827168465;0.0;0.0
115;0.08453496545553207;0.08453496545553207;0.0;0.0;0.06325293332338333;0.06325293332338333;0.0;0.0
116;0.08617627620697021;0.08617627620697021;0.0;0.0;0.06774076819419861;0.06774076819419861;0.0;0.0
117;0.08649773895740509;0.08649773895740509;0.0;0.0;0.05813504010438919;0.05813504010438919;0.0;0.0
118;0.08347239345312119;0.08347239345312119;0.0;0.0;0.0567874051630497;0.0567874051630497;0.0;0.0
119;0.0831175297498703;0.0831175297498703;0.0;0.0;0.06760748475790024;0.06760748475790024;0.0;0.0
120;0.0845547690987587;0.0845547690987587;0.0;0.0;0.06178150698542595;0.06178150698542595;0.0;0.0
121;0.08283558487892151;0.08283558487892151;0.0;0.0;0.05627042055130005;0.05627042055130005;0.0;0.0
122;0.08203553408384323;0.08203553408384323;0.0;0.0;0.060469239950180054;0.060469239950180054;0.0;0.0
123;0.08534440398216248;0.08534440398216248;0.0;0.0;0.05663206800818443;0.05663206800818443;0.0;0.0
124;0.08283291012048721;0.08283291012048721;0.0;0.0;0.05620402470231056;0.05620402470231056;0.0;0.0
125;0.08259615302085876;0.08259615302085876;0.0;0.0;0.0547645203769207;0.0547645203769207;0.0;0.0
126;0.08187083899974823;0.08187083899974823;0.0;0.0;0.06483922153711319;0.06483922153711319;0.0;0.0
127;0.08118276298046112;0.08118288218975067;5.124463200445462e-07;8.54568327213201e-08;0.06093408167362213;0.06093408167362213;0.0;0.0
128;0.08047465234994888;0.08047465234994888;0.0;0.0;0.056183937937021255;0.056183937937021255;0.0;0.0
129;0.080683134496212;0.080683134496212;0.0;0.0;0.054673999547958374;0.054673999547958374;0.0;0.0
130;0.08043774962425232;0.08043774962425232;0.0;0.0;0.05583236366510391;0.05583236366510391;0.0;0.0
131;0.07987614721059799;0.07987614721059799;0.0;0.0;0.059578679502010345;0.059578679502010345;0.0;0.0
132;0.08003994822502136;0.08003994822502136;0.0;0.0;0.05686681717634201;0.05686681717634201;0.0;0.0
133;0.08200332522392273;0.08200332522392273;0.0;0.0;0.06418763101100922;0.06418763101100922;0.0;0.0
134;0.08196591585874557;0.08196591585874557;0.0;0.0;0.0759754627943039;0.0759754627943039;0.0;0.0
135;0.08159108459949493;0.08159108459949493;0.0;0.0;0.05926424637436867;0.05926424637436867;0.0;0.0
136;0.08018845319747925;0.08018845319747925;0.0;0.0;0.06395122408866882;0.06395122408866882;0.0;0.0
137;0.07958024740219116;0.07958024740219116;0.0;0.0;0.059577953070402145;0.059577953070402145;0.0;0.0
138;0.07950717955827713;0.07950717955827713;0.0;0.0;0.06666334718465805;0.06666334718465805;0.0;0.0
139;0.07904651015996933;0.07904651015996933;0.0;0.0;0.0679088905453682;0.0679088905453682;0.0;0.0
140;0.07870395481586456;0.07870395481586456;0.0;0.0;0.06220998987555504;0.06220998987555504;0.0;0.0
141;0.07827197015285492;0.07827197015285492;0.0;0.0;0.06117403879761696;0.06117403879761696;0.0;0.0
142;0.085207998752594;0.085207998752594;0.0;0.0;0.07256916165351868;0.07256916165351868;0.0;0.0
143;0.07965477555990219;0.07965477555990219;0.0;0.0;0.0646728053689003;0.0646728053689003;0.0;0.0
144;0.07776118814945221;0.07776118814945221;0.0;0.0;0.06440795212984085;0.06440795212984085;0.0;0.0
145;0.07692009210586548;0.07692009210586548;0.0;0.0;0.06227529048919678;0.06227529048919678;0.0;0.0
146;0.07695408910512924;0.07695408910512924;0.0;0.0;0.0625348761677742;0.0625348761677742;0.0;0.0
147;0.07649558782577515;0.07649558782577515;0.0;0.0;0.058705639094114304;0.058705639094114304;0.0;0.0
148;0.07641871273517609;0.07641871273517609;0.0;0.0;0.07050015777349472;0.07050015777349472;0.0;0.0
149;0.07746174186468124;0.07746174186468124;0.0;0.0;0.06350447237491608;0.06350447237491608;0.0;0.0
150;0.07916620373725891;0.07916620373725891;0.0;0.0;0.059948377311229706;0.059948377311229706;0.0;0.0
151;0.07655736058950424;0.07655736058950424;0.0;0.0;0.06410019099712372;0.06410019099712372;0.0;0.0
152;0.07610013335943222;0.07610013335943222;0.0;0.0;0.060469213873147964;0.060469213873147964;0.0;0.0
153;0.07564797252416611;0.07564797252416611;0.0;0.0;0.061838679015636444;0.061838679015636444;0.0;0.0
154;0.07518397271633148;0.07518397271633148;0.0;0.0;0.06502082198858261;0.06502082198858261;0.0;0.0
155;0.07555289566516876;0.07555289566516876;0.0;0.0;0.05935705080628395;0.05935705080628395;0.0;0.0
156;0.0753333643078804;0.0753333643078804;0.0;0.0;0.07765199989080429;0.07765199989080429;0.0;0.0
157;0.07521195709705353;0.07521195709705353;0.0;0.0;0.06305396556854248;0.06305396556854248;0.0;0.0
158;0.07419586926698685;0.07419586926698685;0.0;0.0;0.06638820469379425;0.06638820469379425;0.0;0.0
159;0.07513496279716492;0.07513496279716492;0.0;0.0;0.05841648951172829;0.05841648951172829;0.0;0.0
160;0.07464134693145752;0.07464134693145752;0.0;0.0;0.061236392706632614;0.061236392706632614;0.0;0.0
161;0.07499471306800842;0.07499471306800842;0.0;0.0;0.07274235785007477;0.07274235785007477;0.0;0.0
162;0.0748182088136673;0.0748182088136673;0.0;0.0;0.05716453492641449;0.05716453492641449;0.0;0.0
163;0.07574445754289627;0.07574445754289627;0.0;0.0;0.062375735491514206;0.062375735491514206;0.0;0.0
164;0.07459021359682083;0.07459021359682083;0.0;0.0;0.07196921855211258;0.07196921855211258;0.0;0.0
165;0.07549876719713211;0.07549876719713211;0.0;0.0;0.06168050691485405;0.06168050691485405;0.0;0.0
166;0.07459520548582077;0.07459520548582077;0.0;0.0;0.05915028229355812;0.05915028229355812;0.0;0.0
167;0.07412801682949066;0.07412801682949066;0.0;0.0;0.061380576342344284;0.061380576342344284;0.0;0.0
168;0.07311826199293137;0.07311826199293137;0.0;0.0;0.06384056806564331;0.06384056806564331;0.0;0.0
169;0.07340503484010696;0.07340503484010696;0.0;0.0;0.06480797380208969;0.06480797380208969;0.0;0.0
170;0.07305146008729935;0.07305146008729935;0.0;0.0;0.066351979970932;0.066351979970932;0.0;0.0
171;0.0730271115899086;0.0730271115899086;0.0;0.0;0.06387902796268463;0.06387902796268463;0.0;0.0
172;0.0726369246840477;0.0726369246840477;0.0;0.0;0.06560534238815308;0.06560534238815308;0.0;0.0
173;0.07459104806184769;0.07459104806184769;0.0;0.0;0.07198705524206161;0.07198705524206161;0.0;0.0
174;0.0730922743678093;0.0730922743678093;0.0;0.0;0.0638299211859703;0.0638299211859703;0.0;0.0
175;0.07309790700674057;0.07309790700674057;0.0;0.0;0.06844305247068405;0.06844305247068405;0.0;0.0
176;0.07336480915546417;0.07336480915546417;4.866677283388299e-09;0.0;0.06793411821126938;0.06793411821126938;0.0;0.0
177;0.07204647362232208;0.07204647362232208;0.0;0.0;0.061433110386133194;0.061433110386133194;0.0;0.0
178;0.0715860053896904;0.0715860053896904;0.0;0.0;0.06741803139448166;0.06741803139448166;0.0;0.0
179;0.0717931017279625;0.0717931017279625;0.0;0.0;0.06266544759273529;0.06266544759273529;0.0;0.0
180;0.07094810158014297;0.07094810158014297;0.0;0.0;0.06471043825149536;0.06471043825149536;0.0;0.0
181;0.07184607535600662;0.07184607535600662;0.0;0.0;0.0682302787899971;0.0682302787899971;0.0;0.0
182;0.07146497815847397;0.07146497815847397;0.0;0.0;0.06994446367025375;0.06994446367025375;0.0;0.0
183;0.07065103948116302;0.07065103948116302;0.0;0.0;0.06705570966005325;0.06705570966005325;0.0;0.0
184;0.07074425369501114;0.07074425369501114;0.0;0.0;0.06523683667182922;0.06523683667182922;0.0;0.0
185;0.07137979567050934;0.07137979567050934;0.0;0.0;0.06628935039043427;0.06628935039043427;0.0;0.0
186;0.07082134485244751;0.07082134485244751;0.0;0.0;0.06430463492870331;0.06430463492870331;0.0;0.0
187;0.07028577476739883;0.07028577476739883;0.0;0.0;0.06152074411511421;0.06152074411511421;0.0;0.0
188;0.07006092369556427;0.07006092369556427;0.0;0.0;0.07023399323225021;0.07023399323225021;0.0;0.0
189;0.07038896530866623;0.07038896530866623;0.0;0.0;0.07287091016769409;0.07287091016769409;0.0;0.0
190;0.06986714154481888;0.06986714154481888;0.0;0.0;0.06733474880456924;0.06733474880456924;0.0;0.0
191;0.06996827572584152;0.06996827572584152;0.0;0.0;0.06795362383127213;0.06795362383127213;0.0;0.0
192;0.0697699636220932;0.0697699636220932;0.0;0.0;0.07740457355976105;0.07740457355976105;0.0;0.0
193;0.07006239891052246;0.07006239891052246;0.0;0.0;0.06405087560415268;0.06405087560415268;0.0;0.0
